category,theoryTitle,theoryContent,theoryStructure,theoryHint,questionType,questionText,optionA,optionB,optionC,optionD,correctAnswer
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,I ______ to music while I work tomorrow.,will be listening,will listen,listen,am listening,will be listening
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,The children ______ in the park at 4 PM.,will be running,will run,run,are running,will be running
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,At this time next week I ______ across the Atlantic.,will be sailing,will sail,sail,am sailing,will be sailing
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,He ______ English at 9 AM tomorrow.,will be teaching,will teach,teaches,is teaching,will be teaching
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,They ______ the problem at the meeting tomorrow.,will be discussing,will discuss,discuss,are discussing,will be discussing
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,At 11 PM tonight I ______ a book.,will be reading,will read,read,am reading,will be reading
Future Continuous,Thì Tương lai tiếp diễn (Future Continuous),Dùng để diễn tả một hành động đang diễn ra tại một thời điểm xác định trong tương lai.,S + will + be + V-ing + ...,at this time tomorrow; at 8 PM next Monday; in the future,Điền từ,We ______ to the radio during the trip tomorrow.,will be listening,will listen,listen,are listening,will be listening
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next month I ______ here for five years.,will have been living,will live,will be living,live,will have been living
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By 8 PM she ______ for three hours.,will have been studying,will study,will be studying,studies,will have been studying
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time you arrive we ______ for a long time.,will have been waiting,will wait,will be waiting,wait,will have been waiting
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next year they ______ English for ten years.,will have been learning,will learn,learn,are learning,will have been learning
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By tomorrow morning it ______ for 24 hours.,will have been raining,will rain,rains,has rained,will have been raining
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the end of this year he ______ at this company for a decade.,will have been working,will work,works,is working,will have been working
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time the train arrives I ______ here for two hours.,will have been standing,will stand,stand,am standing,will have been standing
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next summer we ______ the house for six months.,will have been building,will build,build,are building,will have been building
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By 5 o'clock the kids ______ video games for four hours.,will have been playing,will play,play,are playing,will have been playing
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time he retires he ______ as a teacher for 30 years.,will have been teaching,will teach,teaches,is teaching,will have been teaching
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By midnight she ______ on the project for twelve hours.,will have been working,will work,works,is working,will have been working
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next week I ______ this car for exactly one year.,will have been driving,will drive,drive,am driving,will have been driving
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time the movie ends we ______ TV for three hours.,will have been watching,will watch,watch,are watching,will have been watching
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By tomorrow evening they ______ for over ten hours.,will have been traveling,will travel,travel,are traveling,will have been traveling
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the end of the month she ______ for the marathon for a year.,will have been training,will train,trains,is training,will have been training
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By 2025 scientists ______ this disease for twenty years.,will have been researching,will research,research,are researching,will have been researching
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time dinner is ready my mother ______ for two hours.,will have been cooking,will cook,cooks,is cooking,will have been cooking
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next Monday I ______ in this hotel for a week.,will have been staying,will stay,stay,am staying,will have been staying
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time she wakes up the baby ______ for four hours.,will have been sleeping,will sleep,sleeps,is sleeping,will have been sleeping
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the end of the day we ______ for eight hours straight.,will have been driving,will drive,drive,are driving,will have been driving
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By 10 AM I ______ on the computer for three hours.,will have been typing,will type,type,am typing,will have been typing
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next winter he ______ in Canada for five years.,will have been living,will live,lives,is living,will have been living
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time the guests arrive we ______ the house for hours.,will have been cleaning,will clean,clean,are cleaning,will have been cleaning
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the end of the week they ______ about the problem for days.,will have been arguing,will argue,argue,are arguing,will have been arguing
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time you read this I ______ over the Pacific.,will have been flying,will fly,fly,am flying,will have been flying
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By next Friday she ______ the piano for exactly two years.,will have been practicing,will practice,practices,is practicing,will have been practicing
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time the match finishes they ______ for 90 minutes.,will have been running,will run,run,are running,will have been running
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the end of the semester I ______ French for six months.,will have been studying,will study,study,am studying,will have been studying
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By tomorrow he ______ for his lost dog for three days.,will have been searching,will search,searches,is searching,will have been searching
Future Perfect Continuous,Thì Tương lai hoàn thành tiếp diễn (Future Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của hành động sẽ đang diễn ra và kéo dài liên tục đến một thời điểm trong tương lai.,S + will + have + been + V-ing + ...,by + time; by the time,Điền từ,By the time the boss comes back we ______ on the report for hours.,will have been focusing,will focus,focus,are focusing,will have been focusing
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By next week I ______ this book.,will have finished,will finish,finish,finished,will have finished
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the time you arrive she ______ dinner.,will have cooked,will cook,cooks,is cooking,will have cooked
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,They ______ the project by Friday.,will have completed,completed,will complete,complete,will have completed
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By 2030 scientists ______ a cure.,will have discovered,will discover,discover,discovered,will have discovered
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,I ______ my homework before my mom comes home.,will have done,will do,do,did,will have done
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By next month we ______ the new house.,will have built,build,built,will build,will have built
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,He ______ all the money by the end of the month.,will have spent,spend,spends,will spend,will have spent
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the time the meeting starts the manager ______.,will have arrived,will arrive,arrives,arrived,will have arrived
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,The rain ______ by tomorrow morning.,will have stopped,will stop,stops,stopped,will have stopped
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By 9 PM the kids ______ to bed.,will have gone,will go,go,went,will have gone
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,She ______ the report by the deadline.,will have submitted,will submit,submits,submitted,will have submitted
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the end of this year I ______ my English course.,will have completed,will complete,completes,completed,will have completed
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,Before you wake up I ______ the house.,will have cleaned,will clean,clean,cleaned,will have cleaned
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,They ______ the bridge by next summer.,will have constructed,will construct,construct,constructed,will have constructed
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the time we get to the cinema the movie ______.,will have started,will start,starts,started,will have started
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,I ______ to Paris by the time I am 30.,will have traveled,will travel,travel,traveled,will have traveled
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,She ______ 50 pages by the end of the day.,will have read,will read,reads,read,will have read
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By next year he ______ from university.,will have graduated,will graduate,graduates,graduated,will have graduated
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,The workers ______ repairing the road by tomorrow.,will have finished,will finish,finish,finished,will have finished
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the time you read this I ______ the country.,will have left,will leave,leave,left,will have left
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,We ______ all the food before the guests arrive.,will have prepared,will prepare,prepare,prepared,will have prepared
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By 5 o'clock he ______ his car.,will have repaired,will repair,repairs,repaired,will have repaired
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,I ______ this puzzle by the time you come back.,will have solved,will solve,solve,solved,will have solved
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the end of the week she ______ all her exams.,will have taken,will take,takes,took,will have taken
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,They ______ the new software by next Monday.,will have launched,will launch,launch,launched,will have launched
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By the time you call I ______ my lunch.,will have eaten,will eat,eat,ate,will have eaten
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,She ______ a lot of experience by the end of the internship.,will have gained,will gain,gains,gained,will have gained
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,By 2025 the company ______ its production.,will have doubled,will double,doubles,doubled,will have doubled
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,He ______ his first novel by next December.,will have written,will write,writes,wrote,will have written
Future Perfect,Thì Tương lai hoàn thành (Future Perfect),Dùng để diễn tả một hành động sẽ hoàn thành trước một thời điểm hoặc một hành động khác trong tương lai.,S + will + have + V3/ed + ...,by + time; by the time; before,Điền từ,Before the flight departs we ______ our bags.,will have packed,will pack,pack,packed,will have packed
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ to the cinema yesterday.,go,goes,went,am going,went
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,She ______ a new car last week.,buy,bought,buys,is buying,bought
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,They ______ football yesterday afternoon.,play,played,plays,are playing,played
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,We ______ a great movie last night.,see,saw,sees,seeing,saw
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,He ______ to the party last Saturday.,does not come,did not come,not came,is not coming,did not come
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,______ you visit your grandparents last summer?,Do,Are,Did,Were,Did
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,My mother ______ a delicious dinner last night.,cook,cooked,cooks,cooking,cooked
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ that book a long time ago.,read,reads,reading,am reading,read
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,The students ______ an exam yesterday.,take,takes,took,taking,took
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,He ______ the house at 7 AM this morning.,leave,left,leaves,leaving,left
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,She ______ a letter to her friend yesterday.,write,wrote,writes,writing,wrote
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,We ______ a lot of fun at the beach last weekend.,have,had,has,having,had
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,The train ______ late yesterday.,arrive,arrives,arrived,arriving,arrived
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ my keys last night.,lose,loses,lost,losing,lost
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,They ______ a wallet on the street yesterday.,find,found,finds,finding,found
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,My brother ______ his leg last winter.,break,broke,breaks,breaking,broke
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,We ______ pizza for dinner last night.,eat,ate,eats,eating,ate
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,She ______ two cups of coffee yesterday.,drink,drank,drinks,drinking,drank
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,The dog ______ loudly last night.,bark,barked,barks,barking,barked
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ very well last night.,sleep,slept,sleeps,sleeping,slept
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,He ______ English in Japan for two years.,teach,taught,teaches,teaching,taught
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,They ______ a new house last year.,build,built,builds,building,built
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,I ______ him at the park yesterday.,meet,met,meets,meeting,met
Past Simple,Thì Quá khứ đơn (Past Simple),Dùng để diễn tả hành động đã xảy ra và chấm dứt hoàn toàn trong quá khứ.,S + V2/ed + ...,yesterday; last week; ago; in 2010,Điền từ,She ______ a beautiful dress to the party.,wear,wore,wears,wearing,wore
